n_clusters,n_singletons,n_non_singletons,n_seq_non_singletons,i_subsample_step,curr_subsample_step,n_new_clusters,n_new_samples,n_new_clusters_per_sample,n_new_seq_non_singleton,n_new_seq_non_singleton_per_sample,n_new_clusters_non_singleton,n_new_clusters_non_singleton_per_sample,i_subsample
11480,10535,945,2465,22,13000,806,1000,0.806,303,0.303,109,0.109,65
12290,11237,1053,2763,23,14000,810,1000,0.81,298,0.298,108,0.108,65
13098,11927,1171,3073,24,15000,808,1000,0.808,310,0.31,118,0.118,65
13880,12584,1296,3416,25,16000,782,1000,0.782,343,0.343,125,0.125,65
14637,13215,1422,3785,26,17000,757,1000,0.757,369,0.369,126,0.126,65
15423,13883,1540,4117,27,18000,786,1000,0.786,332,0.332,118,0.118,65
16154,14472,1682,4528,28,19000,731,1000,0.731,411,0.411,142,0.142,65
16887,15057,1830,4943,29,20000,733,1000,0.733,415,0.415,148,0.148,65
17654,15710,1944,5290,30,21000,767,1000,0.767,347,0.347,114,0.114,65
18400,16325,2075,5675,31,22000,746,1000,0.746,385,0.385,131,0.131,65
19112,16896,2216,6104,32,23000,712,1000,0.712,429,0.429,141,0.141,65
19873,17533,2340,6467,33,24000,761,1000,0.761,363,0.363,124,0.124,65
20592,18105,2487,6895,34,25000,719,1000,0.719,428,0.428,147,0.147,65
21316,18688,2628,7312,35,26000,724,1000,0.724,417,0.417,141,0.141,65
22027,19263,2764,7737,36,27000,711,1000,0.711,425,0.425,136,0.136,65
22740,19848,2892,8152,37,28000,713,1000,0.713,415,0.415,128,0.128,65
23450,20429,3021,8571,38,29000,710,1000,0.71,419,0.419,129,0.129,65
24167,21012,3155,8988,39,30000,717,1000,0.717,417,0.417,134,0.134,65
24875,21580,3295,9420,40,31000,708,1000,0.708,432,0.432,140,0.14,65
25570,22121,3449,9879,41,32000,695,1000,0.695,459,0.459,154,0.154,65
26246,22640,3606,10360,42,33000,676,1000,0.676,481,0.481,157,0.157,65
26905,23161,3744,10839,43,34000,659,1000,0.659,479,0.479,138,0.138,65
27576,23663,3913,11337,44,35000,671,1000,0.671,498,0.498,169,0.169,65
28236,24159,4077,11841,45,36000,660,1000,0.66,504,0.504,164,0.164,65
28896,24664,4232,12336,46,37000,660,1000,0.66,495,0.495,155,0.155,65
29546,25150,4396,12850,47,38000,650,1000,0.65,514,0.514,164,0.164,65
30202,25648,4554,13352,48,39000,656,1000,0.656,502,0.502,158,0.158,65
30864,26153,4711,13847,49,40000,662,1000,0.662,495,0.495,157,0.157,65
31514,26649,4865,14351,50,41000,650,1000,0.65,504,0.504,154,0.154,65
32167,27149,5018,14851,51,42000,653,1000,0.653,500,0.5,153,0.153,65
32825,27652,5173,15348,52,43000,658,1000,0.658,497,0.497,155,0.155,65
33477,28128,5349,15872,53,44000,652,1000,0.652,524,0.524,176,0.176,65
34109,28573,5536,16427,54,45000,632,1000,0.632,555,0.555,187,0.187,65
34763,29075,5688,16925,55,46000,654,1000,0.654,498,0.498,152,0.152,65
35397,29559,5838,17441,56,47000,634,1000,0.634,516,0.516,150,0.15,65
36026,30042,5984,17958,57,48000,629,1000,0.629,517,0.517,146,0.146,65
36644,30495,6149,18505,58,49000,618,1000,0.618,547,0.547,165,0.165,65
37272,30956,6316,19044,59,50000,628,1000,0.628,539,0.539,167,0.167,65
37876,31402,6474,19598,60,51000,604,1000,0.604,554,0.554,158,0.158,65
38498,31866,6632,20134,61,52000,622,1000,0.622,536,0.536,158,0.158,65
39119,32325,6794,20675,62,53000,621,1000,0.621,541,0.541,162,0.162,65
39714,32748,6966,21252,63,54000,595,1000,0.595,577,0.577,172,0.172,65
40325,33207,7118,21793,64,55000,611,1000,0.611,541,0.541,152,0.152,65
40928,33650,7278,22350,65,56000,603,1000,0.603,557,0.557,160,0.16,65
41526,34056,7470,22944,66,57000,598,1000,0.598,594,0.594,192,0.192,65
42106,34450,7656,23550,67,58000,580,1000,0.58,606,0.606,186,0.186,65
42696,34864,7832,24136,68,59000,590,1000,0.59,586,0.586,176,0.176,65
43303,35318,7985,24682,69,60000,607,1000,0.607,546,0.546,153,0.153,65
43893,35744,8149,25256,70,61000,590,1000,0.59,574,0.574,164,0.164,65
44474,36175,8299,25825,71,62000,581,1000,0.581,569,0.569,150,0.15,65
45062,36592,8470,26408,72,63000,588,1000,0.588,583,0.583,171,0.171,65
45637,36991,8646,27009,73,64000,575,1000,0.575,601,0.601,176,0.176,65
46211,37385,8826,27615,74,65000,574,1000,0.574,606,0.606,180,0.18,65
46784,37788,8996,28212,75,66000,573,1000,0.573,597,0.597,170,0.17,65
47358,38202,9156,28798,76,67000,574,1000,0.574,586,0.586,160,0.16,65
47927,38605,9322,29395,77,68000,569,1000,0.569,597,0.597,166,0.166,65
48493,38994,9499,30006,78,69000,566,1000,0.566,611,0.611,177,0.177,65
49037,39379,9658,30621,79,70000,544,1000,0.544,615,0.615,159,0.159,65
49605,39772,9833,31228,80,71000,568,1000,0.568,607,0.607,175,0.175,65
50147,40142,10005,31858,81,72000,542,1000,0.542,630,0.63,172,0.172,65
50710,40536,10174,32464,82,73000,563,1000,0.563,606,0.606,169,0.169,65
51266,40914,10352,33086,83,74000,556,1000,0.556,622,0.622,178,0.178,65
51831,41314,10517,33686,84,75000,565,1000,0.565,600,0.6,165,0.165,65
52406,41734,10672,34266,85,76000,575,1000,0.575,580,0.58,155,0.155,65
52927,42072,10855,34928,86,77000,521,1000,0.521,662,0.662,183,0.183,65
53462,42431,11031,35569,87,78000,535,1000,0.535,641,0.641,176,0.176,65
54001,42792,11209,36208,88,79000,539,1000,0.539,639,0.639,178,0.178,65
54540,43171,11369,36829,89,80000,539,1000,0.539,621,0.621,160,0.16,65
55071,43536,11535,37464,90,81000,531,1000,0.531,635,0.635,166,0.166,65
55623,43934,11689,38066,91,82000,552,1000,0.552,602,0.602,154,0.154,65
56138,44281,11857,38719,92,83000,515,1000,0.515,653,0.653,168,0.168,65
56635,44589,12046,39411,93,84000,497,1000,0.497,692,0.692,189,0.189,65
57205,44997,12208,40003,94,85000,570,1000,0.57,592,0.592,162,0.162,65
57712,45324,12388,40676,95,86000,507,1000,0.507,673,0.673,180,0.18,65
58235,45667,12568,41333,96,87000,523,1000,0.523,657,0.657,180,0.18,65
58756,46024,12732,41976,97,88000,521,1000,0.521,643,0.643,164,0.164,65
59273,46373,12900,42627,98,89000,517,1000,0.517,651,0.651,168,0.168,65
59794,46714,13080,43286,99,90000,521,1000,0.521,659,0.659,180,0.18,65
60323,47074,13249,43926,100,91000,529,1000,0.529,640,0.64,169,0.169,65
60838,47417,13421,44583,101,92000,515,1000,0.515,657,0.657,172,0.172,65
61331,47737,13594,45263,102,93000,493,1000,0.493,680,0.68,173,0.173,65
61837,48063,13774,45937,103,94000,506,1000,0.506,674,0.674,180,0.18,65
62340,48412,13928,46588,104,95000,503,1000,0.503,651,0.651,154,0.154,65
62829,48725,14104,47275,105,96000,489,1000,0.489,687,0.687,176,0.176,65
63356,49076,14280,47924,106,97000,527,1000,0.527,649,0.649,176,0.176,65
63848,49386,14462,48614,107,98000,492,1000,0.492,690,0.69,182,0.182,65
64349,49706,14643,49294,108,99000,501,1000,0.501,680,0.68,181,0.181,65
64864,50055,14809,49945,109,100000,515,1000,0.515,651,0.651,166,0.166,65
65376,50400,14976,50600,110,101000,512,1000,0.512,655,0.655,167,0.167,65
65889,50750,15139,51250,111,102000,513,1000,0.513,650,0.65,163,0.163,65
66369,51041,15328,51959,112,103000,480,1000,0.48,709,0.709,189,0.189,65
66869,51384,15485,52616,113,104000,500,1000,0.5,657,0.657,157,0.157,65
67372,51718,15654,53282,114,105000,503,1000,0.503,666,0.666,169,0.169,65
67879,52054,15825,53946,115,106000,507,1000,0.507,664,0.664,171,0.171,65
68341,52347,15994,54653,116,107000,462,1000,0.462,707,0.707,169,0.169,65
68848,52690,16158,55310,117,108000,507,1000,0.507,657,0.657,164,0.164,65
69340,53028,16312,55972,118,109000,492,1000,0.492,662,0.662,154,0.154,65
69811,53310,16501,56690,119,110000,471,1000,0.471,718,0.718,189,0.189,65
70329,53678,16651,57322,120,111000,518,1000,0.518,632,0.632,150,0.15,65
70794,53970,16824,58030,121,112000,465,1000,0.465,708,0.708,173,0.173,65
71239,54234,17005,58766,122,113000,445,1000,0.445,736,0.736,181,0.181,65
71729,54549,17180,59451,123,114000,490,1000,0.49,685,0.685,175,0.175,65
71869,54638,17231,59660,124,114298,140,298,0.4697986577181208,209,0.7013422818791947,51,0.17114093959731544,65
100,100,0,0,1,100,NA,NA,NA,NA,NA,NA,NA,66
199,198,1,2,2,200,99,100,0.99,2,0.02,1,0.01,66
298,296,2,4,3,300,99,100,0.99,2,0.02,1,0.01,66
395,391,4,9,4,400,97,100,0.97,5,0.05,2,0.02,66
491,483,8,17,5,500,96,100,0.96,8,0.08,4,0.04,66
590,581,9,19,6,600,99,100,0.99,2,0.02,1,0.01,66
687,677,10,23,7,700,97,100,0.97,4,0.04,1,0.01,66
787,777,10,23,8,800,100,100,1,0,0,0,0,66
881,866,15,34,9,900,94,100,0.94,11,0.11,5,0.05,66
976,956,20,44,10,1000,95,100,0.95,10,0.1,5,0.05,66
1931,1875,56,125,11,2000,955,1000,0.955,81,0.081,36,0.036,66
2868,2762,106,238,12,3000,937,1000,0.937,113,0.113,50,0.05,66
3784,3621,163,379,13,4000,916,1000,0.916,141,0.141,57,0.057,66
4692,4469,223,531,14,5000,908,1000,0.908,152,0.152,60,0.06,66
5599,5318,281,682,15,6000,907,1000,0.907,151,0.151,58,0.058,66
6488,6137,351,863,16,7000,889,1000,0.889,181,0.181,70,0.07,66
7352,6918,434,1082,17,8000,864,1000,0.864,219,0.219,83,0.083,66
8196,7664,532,1336,18,9000,844,1000,0.844,254,0.254,98,0.098,66
9029,8402,627,1598,19,10000,833,1000,0.833,262,0.262,95,0.095,66
9838,9097,741,1903,20,11000,809,1000,0.809,305,0.305,114,0.114,66
10641,9790,851,2210,21,12000,803,1000,0.803,307,0.307,110,0.11,66
11463,10507,956,2493,22,13000,822,1000,0.822,283,0.283,105,0.105,66
12273,11210,1063,2790,23,14000,810,1000,0.81,297,0.297,107,0.107,66
13081,11899,1182,3101,24,15000,808,1000,0.808,311,0.311,119,0.119,66
13866,12556,1310,3444,25,16000,785,1000,0.785,343,0.343,128,0.128,66
14637,13201,1436,3799,26,17000,771,1000,0.771,355,0.355,126,0.126,66
15419,13855,1564,4145,27,18000,782,1000,0.782,346,0.346,128,0.128,66
16196,14510,1686,4490,28,19000,777,1000,0.777,345,0.345,122,0.122,66
16953,15126,1827,4874,29,20000,757,1000,0.757,384,0.384,141,0.141,66
17692,15725,1967,5275,30,21000,739,1000,0.739,401,0.401,140,0.14,66
18416,16311,2105,5689,31,22000,724,1000,0.724,414,0.414,138,0.138,66
19159,16909,2250,6091,32,23000,743,1000,0.743,402,0.402,145,0.145,66
19879,17482,2397,6518,33,24000,720,1000,0.72,427,0.427,147,0.147,66
20573,18023,2550,6977,34,25000,694,1000,0.694,459,0.459,153,0.153,66
21316,18643,2673,7357,35,26000,743,1000,0.743,380,0.38,123,0.123,66
22021,19215,2806,7785,36,27000,705,1000,0.705,428,0.428,133,0.133,66
22713,19756,2957,8244,37,28000,692,1000,0.692,459,0.459,151,0.151,66
23398,20276,3122,8724,38,29000,685,1000,0.685,480,0.48,165,0.165,66
24092,20823,3269,9177,39,30000,694,1000,0.694,453,0.453,147,0.147,66
24783,21349,3434,9651,40,31000,691,1000,0.691,474,0.474,165,0.165,66
25472,21883,3589,10117,41,32000,689,1000,0.689,466,0.466,155,0.155,66
26162,22425,3737,10575,42,33000,690,1000,0.69,458,0.458,148,0.148,66
26833,22929,3904,11071,43,34000,671,1000,0.671,496,0.496,167,0.167,66
27502,23444,4058,11556,44,35000,669,1000,0.669,485,0.485,154,0.154,66
28175,23961,4214,12039,45,36000,673,1000,0.673,483,0.483,156,0.156,66
28837,24453,4384,12547,46,37000,662,1000,0.662,508,0.508,170,0.17,66
29500,24969,4531,13031,47,38000,663,1000,0.663,484,0.484,147,0.147,66
30160,25474,4686,13526,48,39000,660,1000,0.66,495,0.495,155,0.155,66
30832,25995,4837,14005,49,40000,672,1000,0.672,479,0.479,151,0.151,66
31495,26515,4980,14485,50,41000,663,1000,0.663,480,0.48,143,0.143,66
32136,26979,5157,15021,51,42000,641,1000,0.641,536,0.536,177,0.177,66
32794,27472,5322,15528,52,43000,658,1000,0.658,507,0.507,165,0.165,66
33402,27909,5493,16091,53,44000,608,1000,0.608,563,0.563,171,0.171,66
34056,28407,5649,16593,54,45000,654,1000,0.654,502,0.502,156,0.156,66
34682,28872,5810,17128,55,46000,626,1000,0.626,535,0.535,161,0.161,66
35331,29369,5962,17631,56,47000,649,1000,0.649,503,0.503,152,0.152,66
35942,29803,6139,18197,57,48000,611,1000,0.611,566,0.566,177,0.177,66
36539,30244,6295,18756,58,49000,597,1000,0.597,559,0.559,156,0.156,66
37185,30731,6454,19269,59,50000,646,1000,0.646,513,0.513,159,0.159,66
37804,31191,6613,19809,60,51000,619,1000,0.619,540,0.54,159,0.159,66
38417,31646,6771,20354,61,52000,613,1000,0.613,545,0.545,158,0.158,66
38994,32053,6941,20947,62,53000,577,1000,0.577,593,0.593,170,0.17,66
39583,32484,7099,21516,63,54000,589,1000,0.589,569,0.569,158,0.158,66
40170,32889,7281,22111,64,55000,587,1000,0.587,595,0.595,182,0.182,66
40763,33315,7448,22685,65,56000,593,1000,0.593,574,0.574,167,0.167,66
41356,33745,7611,23255,66,57000,593,1000,0.593,570,0.57,163,0.163,66
41937,34159,7778,23841,67,58000,581,1000,0.581,586,0.586,167,0.167,66
42538,34610,7928,24390,68,59000,601,1000,0.601,549,0.549,150,0.15,66
43146,35068,8078,24932,69,60000,608,1000,0.608,542,0.542,150,0.15,66
43742,35504,8238,25496,70,61000,596,1000,0.596,564,0.564,160,0.16,66
44325,35930,8395,26070,71,62000,583,1000,0.583,574,0.574,157,0.157,66
44884,36307,8577,26693,72,63000,559,1000,0.559,623,0.623,182,0.182,66
45454,36703,8751,27297,73,64000,570,1000,0.57,604,0.604,174,0.174,66
46016,37080,8936,27920,74,65000,562,1000,0.562,623,0.623,185,0.185,66
46593,37491,9102,28509,75,66000,577,1000,0.577,589,0.589,166,0.166,66
47167,37901,9266,29099,76,67000,574,1000,0.574,590,0.59,164,0.164,66
47728,38294,9434,29706,77,68000,561,1000,0.561,607,0.607,168,0.168,66
48296,38675,9621,30325,78,69000,568,1000,0.568,619,0.619,187,0.187,66
48832,39039,9793,30961,79,70000,536,1000,0.536,636,0.636,172,0.172,66
49398,39445,9953,31555,80,71000,566,1000,0.566,594,0.594,160,0.16,66
49968,39863,10105,32137,81,72000,570,1000,0.57,582,0.582,152,0.152,66
50516,40254,10262,32746,82,73000,548,1000,0.548,609,0.609,157,0.157,66
51087,40649,10438,33351,83,74000,571,1000,0.571,605,0.605,176,0.176,66
51619,41004,10615,33996,84,75000,532,1000,0.532,645,0.645,177,0.177,66
52164,41405,10759,34595,85,76000,545,1000,0.545,599,0.599,144,0.144,66
52723,41815,10908,35185,86,77000,559,1000,0.559,590,0.59,149,0.149,66
53241,42135,11106,35865,87,78000,518,1000,0.518,680,0.68,198,0.198,66
53786,42496,11290,36504,88,79000,545,1000,0.545,639,0.639,184,0.184,66
54336,42879,11457,37121,89,80000,550,1000,0.55,617,0.617,167,0.167,66
54866,43228,11638,37772,90,81000,530,1000,0.53,651,0.651,181,0.181,66
55431,43640,11791,38360,91,82000,565,1000,0.565,588,0.588,153,0.153,66
55987,44039,11948,38961,92,83000,556,1000,0.556,601,0.601,157,0.157,66
56497,44370,12127,39630,93,84000,510,1000,0.51,669,0.669,179,0.179,66
57012,44731,12281,40269,94,85000,515,1000,0.515,639,0.639,154,0.154,66
57562,45142,12420,40858,95,86000,550,1000,0.55,589,0.589,139,0.139,66
58073,45459,12614,41541,96,87000,511,1000,0.511,683,0.683,194,0.194,66
58611,45819,12792,42181,97,88000,538,1000,0.538,640,0.64,178,0.178,66
59164,46205,12959,42795,98,89000,553,1000,0.553,614,0.614,167,0.167,66
59674,46546,13128,43454,99,90000,510,1000,0.51,659,0.659,169,0.169,66
60209,46921,13288,44079,100,91000,535,1000,0.535,625,0.625,160,0.16,66
60722,47272,13450,44728,101,92000,513,1000,0.513,649,0.649,162,0.162,66
61236,47624,13612,45376,102,93000,514,1000,0.514,648,0.648,162,0.162,66
61736,47956,13780,46044,103,94000,500,1000,0.5,668,0.668,168,0.168,66
62229,48258,13971,46742,104,95000,493,1000,0.493,698,0.698,191,0.191,66
62744,48618,14126,47382,105,96000,515,1000,0.515,640,0.64,155,0.155,66
63249,48941,14308,48059,106,97000,505,1000,0.505,677,0.677,182,0.182,66
63747,49250,14497,48750,107,98000,498,1000,0.498,691,0.691,189,0.189,66
64259,49585,14674,49415,108,99000,512,1000,0.512,665,0.665,177,0.177,66
64763,49941,14822,50059,109,100000,504,1000,0.504,644,0.644,148,0.148,66
65261,50284,14977,50716,110,101000,498,1000,0.498,657,0.657,155,0.155,66
65755,50600,15155,51400,111,102000,494,1000,0.494,684,0.684,178,0.178,66
66256,50929,15327,52071,112,103000,501,1000,0.501,671,0.671,172,0.172,66
66741,51255,15486,52745,113,104000,485,1000,0.485,674,0.674,159,0.159,66
67271,51633,15638,53367,114,105000,530,1000,0.53,622,0.622,152,0.152,66
67781,51968,15813,54032,115,106000,510,1000,0.51,665,0.665,175,0.175,66
68293,52314,15979,54686,116,107000,512,1000,0.512,654,0.654,166,0.166,66
68777,52642,16135,55358,117,108000,484,1000,0.484,672,0.672,156,0.156,66
69270,52966,16304,56034,118,109000,493,1000,0.493,676,0.676,169,0.169,66
69737,53259,16478,56741,119,110000,467,1000,0.467,707,0.707,174,0.174,66
70234,53584,16650,57416,120,111000,497,1000,0.497,675,0.675,172,0.172,66
70732,53923,16809,58077,121,112000,498,1000,0.498,661,0.661,159,0.159,66
71225,54239,16986,58761,122,113000,493,1000,0.493,684,0.684,177,0.177,66
71725,54553,17172,59447,123,114000,500,1000,0.5,686,0.686,186,0.186,66
71869,54638,17231,59660,124,114298,144,298,0.48322147651006714,213,0.714765100671141,59,0.19798657718120805,66
100,100,0,0,1,100,NA,NA,NA,NA,NA,NA,NA,67
200,200,0,0,2,200,100,100,1,0,0,0,0,67
300,300,0,0,3,300,100,100,1,0,0,0,0,67
398,396,2,4,4,400,98,100,0.98,4,0.04,2,0.02,67
495,490,5,10,5,500,97,100,0.97,6,0.06,3,0.03,67
593,586,7,14,6,600,98,100,0.98,4,0.04,2,0.02,67
691,682,9,18,7,700,98,100,0.98,4,0.04,2,0.02,67
789,779,10,21,8,800,98,100,0.98,3,0.03,1,0.01,67
887,875,12,25,9,900,98,100,0.98,4,0.04,2,0.02,67
983,968,15,32,10,1000,96,100,0.96,7,0.07,3,0.03,67
1944,1904,40,96,11,2000,961,1000,0.961,64,0.064,25,0.025,67
2880,2786,94,214,12,3000,936,1000,0.936,118,0.118,54,0.054,67
3792,3631,161,369,13,4000,912,1000,0.912,155,0.155,67,0.067,67
4692,4460,232,540,14,5000,900,1000,0.9,171,0.171,71,0.071,67
5572,5256,316,744,15,6000,880,1000,0.88,204,0.204,84,0.084,67
6456,6067,389,933,16,7000,884,1000,0.884,189,0.189,73,0.073,67
7305,6827,478,1173,17,8000,849,1000,0.849,240,0.24,89,0.089,67
8146,7562,584,1438,18,9000,841,1000,0.841,265,0.265,106,0.106,67
8978,8284,694,1716,19,10000,832,1000,0.832,278,0.278,110,0.11,67
9816,9024,792,1976,20,11000,838,1000,0.838,260,0.26,98,0.098,67
10617,9702,915,2298,21,12000,801,1000,0.801,322,0.322,123,0.123,67
11428,10401,1027,2599,22,13000,811,1000,0.811,301,0.301,112,0.112,67
12226,11088,1138,2912,23,14000,798,1000,0.798,313,0.313,111,0.111,67
13030,11785,1245,3215,24,15000,804,1000,0.804,303,0.303,107,0.107,67
13788,12409,1379,3591,25,16000,758,1000,0.758,376,0.376,134,0.134,67
14538,13019,1519,3981,26,17000,750,1000,0.75,390,0.39,140,0.14,67
15328,13702,1626,4298,27,18000,790,1000,0.79,317,0.317,107,0.107,67
16092,14342,1750,4658,28,19000,764,1000,0.764,360,0.36,124,0.124,67
16849,14966,1883,5034,29,20000,757,1000,0.757,376,0.376,133,0.133,67
17632,15644,1988,5356,30,21000,783,1000,0.783,322,0.322,105,0.105,67
18388,16260,2128,5740,31,22000,756,1000,0.756,384,0.384,140,0.14,67
19148,16906,2242,6094,32,23000,760,1000,0.76,354,0.354,114,0.114,67
19879,17513,2366,6487,33,24000,731,1000,0.731,393,0.393,124,0.124,67
20619,18137,2482,6863,34,25000,740,1000,0.74,376,0.376,116,0.116,67
21334,18705,2629,7295,35,26000,715,1000,0.715,432,0.432,147,0.147,67
22068,19299,2769,7701,36,27000,734,1000,0.734,406,0.406,140,0.14,67
22761,19848,2913,8152,37,28000,693,1000,0.693,451,0.451,144,0.144,67
23485,20432,3053,8568,38,29000,724,1000,0.724,416,0.416,140,0.14,67
24191,20996,3195,9004,39,30000,706,1000,0.706,436,0.436,142,0.142,67
24889,21565,3324,9435,40,31000,698,1000,0.698,431,0.431,129,0.129,67
25610,22158,3452,9842,41,32000,721,1000,0.721,407,0.407,128,0.128,67
26318,22727,3591,10273,42,33000,708,1000,0.708,431,0.431,139,0.139,67
26976,23215,3761,10785,43,34000,658,1000,0.658,512,0.512,170,0.17,67
27641,23718,3923,11282,44,35000,665,1000,0.665,497,0.497,162,0.162,67
28301,24199,4102,11801,45,36000,660,1000,0.66,519,0.519,179,0.179,67
28968,24706,4262,12294,46,37000,667,1000,0.667,493,0.493,160,0.16,67
29654,25237,4417,12763,47,38000,686,1000,0.686,469,0.469,155,0.155,67
30312,25735,4577,13265,48,39000,658,1000,0.658,502,0.502,160,0.16,67
30977,26258,4719,13742,49,40000,665,1000,0.665,477,0.477,142,0.142,67
31625,26759,4866,14241,50,41000,648,1000,0.648,499,0.499,147,0.147,67
32258,27232,5026,14768,51,42000,633,1000,0.633,527,0.527,160,0.16,67
32900,27712,5188,15288,52,43000,642,1000,0.642,520,0.52,162,0.162,67
33505,28144,5361,15856,53,44000,605,1000,0.605,568,0.568,173,0.173,67
34117,28574,5543,16426,54,45000,612,1000,0.612,570,0.57,182,0.182,67
34751,29055,5696,16945,55,46000,634,1000,0.634,519,0.519,153,0.153,67
35385,29542,5843,17458,56,47000,634,1000,0.634,513,0.513,147,0.147,67
36002,29998,6004,18002,57,48000,617,1000,0.617,544,0.544,161,0.161,67
36616,30449,6167,18551,58,49000,614,1000,0.614,549,0.549,163,0.163,67
37233,30898,6335,19102,59,50000,617,1000,0.617,551,0.551,168,0.168,67
37865,31384,6481,19616,60,51000,632,1000,0.632,514,0.514,146,0.146,67
38497,31871,6626,20129,61,52000,632,1000,0.632,513,0.513,145,0.145,67
39113,32340,6773,20660,62,53000,616,1000,0.616,531,0.531,147,0.147,67
39714,32783,6931,21217,63,54000,601,1000,0.601,557,0.557,158,0.158,67
40331,33247,7084,21753,64,55000,617,1000,0.617,536,0.536,153,0.153,67
40958,33735,7223,22265,65,56000,627,1000,0.627,512,0.512,139,0.139,67
41558,34166,7392,22834,66,57000,600,1000,0.6,569,0.569,169,0.169,67
42134,34549,7585,23451,67,58000,576,1000,0.576,617,0.617,193,0.193,67
42734,34983,7751,24017,68,59000,600,1000,0.6,566,0.566,166,0.166,67
43312,35387,7925,24613,69,60000,578,1000,0.578,596,0.596,174,0.174,67
43892,35800,8092,25200,70,61000,580,1000,0.58,587,0.587,167,0.167,67
44458,36197,8261,25803,71,62000,566,1000,0.566,603,0.603,169,0.169,67
45028,36604,8424,26396,72,63000,570,1000,0.57,593,0.593,163,0.163,67
45587,36968,8619,27032,73,64000,559,1000,0.559,636,0.636,195,0.195,67
46163,37371,8792,27629,74,65000,576,1000,0.576,597,0.597,173,0.173,67
46735,37771,8964,28229,75,66000,572,1000,0.572,600,0.6,172,0.172,67
47304,38161,9143,28839,76,67000,569,1000,0.569,610,0.61,179,0.179,67
47850,38539,9311,29461,77,68000,546,1000,0.546,622,0.622,168,0.168,67
48444,38984,9460,30016,78,69000,594,1000,0.594,555,0.555,149,0.149,67
49008,39369,9639,30631,79,70000,564,1000,0.564,615,0.615,179,0.179,67
49554,39740,9814,31260,80,71000,546,1000,0.546,629,0.629,175,0.175,67
50114,40146,9968,31854,81,72000,560,1000,0.56,594,0.594,154,0.154,67
50662,40530,10132,32470,82,73000,548,1000,0.548,616,0.616,164,0.164,67
51196,40892,10304,33108,83,74000,534,1000,0.534,638,0.638,172,0.172,67
